respondent_id,persona,mojo_driver,sdt_stage,A1_role,A2_department,A3_tenure,A4_ai_experience,B1_ai_improves_quality,B2_interested_in_learning,B3_motivated_to_experiment,B4_aligns_with_values,B5_use_because_expected_REVERSE,B5_scored,C1_sufficient_time,C2_manager_support,C3_tool_access,C4_clear_guidelines,C5_peer_learning,D1_confident_using_ai,D2_prompt_writing,D3_evaluate_output,D4_understand_limits,D5_know_when_to_use,E1_improved_productivity,E2_improved_quality,E3_concrete_examples,E4_team_benefit,E5_positive_impact,MOJO_M_score,MOJO_O_score,MOJO_J_score,MOJO_Outcome_score,F1_biggest_challenge,F2_helpful_situation,F3_what_would_help,G1_adoption_stage
R158,Mandated but Disengaged,Low Motivation + Moderate-High Opportunity + Low-Moderate Capability,External Regulation,Manager,Sales,Less than 1 year,1–2 years,2,1,2,3,5,1,4,3,4,3,2,2,2,3,2,3,2,2,2,2,2,1.8,3.2,2.4,2.0,There's a lot of pressure to adopt AI quickly without any support for actually doing it well. It feels rushed.,My team was required to use AI for a process improvement project and the initial output was actually good. But we were given no context for how it worked.,Involve employees in the rollout decisions. We were not consulted about which tools to adopt or how to integrate them.,Regular part of daily workflow
R171,Mandated but Disengaged,Low Motivation + Moderate-High Opportunity + Low-Moderate Capability,External Regulation,Executive,HR,3–5 years,1–2 years,2,1,2,1,4,2,4,4,3,3,3,2,2,4,3,3,2,2,2,2,2,1.6,3.4,2.8,2.0,"I use AI because my manager tracks it, not because I find it valuable. That's a frustrating position to be in.",The one time AI felt genuinely useful was when I asked it to identify gaps in a policy document. That felt like an appropriate use.,Involve employees in the rollout decisions. We were not consulted about which tools to adopt or how to integrate them.,Active advocate / AI champion
R002,Eager Adopter,High Motivation + Moderate Opportunity + High Capability,Integrated / Intrinsic,Manager,Engineering,1–3 years,3–12 months,4,5,4,5,1,5,4,3,4,3,3,4,3,5,4,5,4,4,4,3,5,4.6,3.4,4.2,4.0,Team alignment is harder than individual adoption. I use AI constantly but getting colleagues to see its value takes ongoing effort.,I built an AI-assisted dashboard that auto-summarizes weekly metrics. It replaced a 3-hour manual process our team ran every Monday.,"Official recognition for AI innovation — teams who use it well should be showcased, not just tolerated.",Active advocate / AI champion
R053,Willing but Blocked,High Motivation + Low Opportunity + Moderate Capability,Identified Regulation,IC,HR,More than 5 years,3–12 months,4,4,5,5,2,4,2,2,2,3,3,3,3,3,3,3,3,4,2,2,2,4.4,2.4,3.0,2.6,My team culture doesn't encourage experimentation. Making a mistake with AI would feel risky in our environment.,I used it briefly to analyze customer survey data and it found patterns I hadn't noticed. I want to do that every quarter.,"Faster IT procurement. If a tool is safe to use, we should be able to access it within days, not months.","Tried a few, don't use regularly"
R150,Mandated but Disengaged,Low Motivation + Moderate-High Opportunity + Low-Moderate Capability,External Regulation,Manager,Engineering,Less than 1 year,1–2 years,2,2,3,2,5,1,3,3,5,3,3,3,2,3,2,2,2,1,3,2,2,2.0,3.4,2.4,2.0,I think AI has potential but the way it's being rolled out here feels top-down and disconnected from actual work realities.,"When I use AI on tasks I don't care about — like generating status update templates — it's fine. On work I care about, I'd rather do it myself.",Make the case with real evidence from our organization — not just industry benchmarks or vendor marketing. Show me AI made things better here.,Don't use AI tools
R131,Overwhelmed Learner,Moderate Motivation + Moderate Opportunity + Low Capability,Introjected / Identified Regulation,IC,Data/Analytics,Less than 1 year,3–12 months,3,4,4,4,4,2,5,3,4,3,3,2,2,2,2,3,2,3,2,3,2,3.4,3.6,2.2,2.4,I'd like to use AI for my work but I genuinely don't know how to write a prompt that gets good results.,I tried using AI for brainstorming campaign names and it gave me several options I wouldn't have thought of. That was actually fun.,"Regular drop-in sessions where I can ask questions and get help in real time, not just asynchronous courses.","Tried a few, don't use regularly"
R152,Mandated but Disengaged,Low Motivation + Moderate-High Opportunity + Low-Moderate Capability,External Regulation,Manager,Sales,More than 5 years,3–12 months,1,1,1,2,5,1,3,4,3,3,3,2,2,3,3,4,2,2,2,2,1,1.2,3.2,2.8,1.8,"I use AI because my manager tracks it, not because I find it valuable. That's a frustrating position to be in.","There are cases where AI is clearly useful — summarizing long documents, generating boilerplate. I don't object to those. It's the forced use I resist.",Give me autonomy. Let me decide when AI is appropriate for my work rather than telling me I have to use it everywhere.,Use occasionally
R104,Skeptical Observer,Low Motivation + Moderate Opportunity + Moderate Capability,External / Introjected Regulation,Manager,HR,3–5 years,1–2 years,4,2,2,3,3,3,2,3,3,3,4,4,3,4,3,3,1,2,2,2,2,2.8,3.0,3.4,1.8,I've tried several tools and haven't seen results that justify the time investment to learn them properly.,"I use it sometimes for initial research on unfamiliar topics, like a smarter search engine. That part is genuinely useful.",More transparency about how these models work and what data they use. Trust requires understanding.,Regular part of daily workflow
R100,Skeptical Observer,Low Motivation + Moderate Opportunity + Moderate Capability,External / Introjected Regulation,IC,Finance,1–3 years,3–12 months,3,3,2,1,4,2,2,3,4,3,3,3,2,3,4,2,1,2,3,2,2,2.2,3.0,2.8,2.0,"AI seems better suited to volume-oriented work. My work is about quality and judgment, not generating large amounts of content quickly.","I use it sometimes for initial research on unfamiliar topics, like a smarter search engine. That part is genuinely useful.",Address the accuracy problem first. Hallucinations and confident errors are a dealbreaker in my field — no amount of training will help if the outputs can't be trusted.,Regular part of daily workflow
R117,Overwhelmed Learner,Moderate Motivation + Moderate Opportunity + Low Capability,Introjected / Identified Regulation,Executive,HR,1–3 years,Less than 3 months,4,4,4,3,2,4,4,3,4,3,3,1,1,2,3,1,3,2,2,2,2,3.8,3.4,1.6,2.2,I tried a few tools based on recommendations from colleagues but couldn't get results that felt useful or reliable.,It helped me write a difficult performance review message — I gave it my notes and it produced a draft that felt professional.,A buddy system or mentorship program where a more experienced user walks me through setup and my first use cases.,"Tried a few, don't use regularly"
R088,Skeptical Observer,Low Motivation + Moderate Opportunity + Moderate Capability,External / Introjected Regulation,IC,Finance,More than 5 years,3–12 months,2,2,3,2,4,2,4,3,3,1,3,3,3,3,2,3,2,3,3,3,2,2.2,2.8,2.8,2.6,"The AI tools available to me don't integrate with our existing systems, so I'd have to rebuild half my workflow to use them.",I used it once to generate a first draft of a policy document. It was a decent starting point but needed significant revision.,Peer testimonials from people in similar roles with similar work types. Generic success stories from other industries don't persuade me.,Don't use AI tools
R075,Skeptical Observer,Low Motivation + Moderate Opportunity + Moderate Capability,External / Introjected Regulation,Manager,HR,1–3 years,Less than 3 months,3,3,2,3,4,2,4,3,3,4,3,3,3,2,4,3,1,2,2,2,2,2.6,3.4,3.0,1.8,"AI seems better suited to volume-oriented work. My work is about quality and judgment, not generating large amounts of content quickly.",I occasionally use AI for brainstorming when I'm stuck on a framing problem. But I always heavily rewrite the output.,Address the accuracy problem first. Hallucinations and confident errors are a dealbreaker in my field — no amount of training will help if the outputs can't be trusted.,"Tried a few, don't use regularly"
R122,Overwhelmed Learner,Moderate Motivation + Moderate Opportunity + Low Capability,Introjected / Identified Regulation,Manager,Sales,Less than 1 year,3–12 months,3,3,4,4,2,4,3,3,4,3,3,2,2,2,2,3,1,2,4,2,3,3.6,3.2,2.2,2.4,I've had a few bad experiences where AI gave me wrong information and I didn't catch it until later. Now I'm more cautious but also more confused about when it's safe to use.,It helped me write a difficult performance review message — I gave it my notes and it produced a draft that felt professional.,More examples. I learn best by seeing real examples of how someone like me is actually using AI in their day-to-day work.,Use occasionally
R180,Mandated but Disengaged,Low Motivation + Moderate-High Opportunity + Low-Moderate Capability,External Regulation,Manager,Finance,1–3 years,3–12 months,3,2,2,2,5,1,4,4,3,3,3,2,3,3,3,3,1,2,2,2,2,2.0,3.4,2.8,1.8,"I use AI because my manager tracks it, not because I find it valuable. That's a frustrating position to be in.",I used AI to help onboard a new team member faster — the training materials it generated were decent and saved some time.,"Give me a voice in what 'good AI adoption' looks like for my role. Right now this is happening to us, not with us.","Tried a few, don't use regularly"
R021,Eager Adopter,High Motivation + Moderate Opportunity + High Capability,Integrated / Intrinsic,Manager,Data/Analytics,Less than 1 year,3–12 months,5,4,4,3,2,4,3,4,3,3,3,4,4,4,5,4,4,5,4,4,4,4.0,3.2,4.2,4.2,"Keeping up with how fast these tools are evolving is genuinely challenging. By the time I master one capability, three more emerge.",I built an AI-assisted dashboard that auto-summarizes weekly metrics. It replaced a 3-hour manual process our team ran every Monday.,"Official recognition for AI innovation — teams who use it well should be showcased, not just tolerated.",Regular part of daily workflow
R072,Skeptical Observer,Low Motivation + Moderate Opportunity + Moderate Capability,External / Introjected Regulation,IC,HR,1–3 years,Less than 3 months,2,3,2,1,3,3,3,3,2,4,3,3,3,3,3,2,3,3,3,4,3,2.2,3.0,2.8,3.2,"The AI tools available to me don't integrate with our existing systems, so I'd have to rebuild half my workflow to use them.","Honestly, most of my use cases are situations where AI is marginally faster but the quality isn't noticeably better.",A structured pilot program where I can evaluate AI tools against my real work tasks — with clear criteria for success or failure.,Active advocate / AI champion
R107,Overwhelmed Learner,Moderate Motivation + Moderate Opportunity + Low Capability,Introjected / Identified Regulation,Manager,Operations,Less than 1 year,Not at all,4,3,4,3,3,3,2,3,3,3,3,1,2,2,2,2,2,2,2,1,2,3.4,2.8,1.8,1.8,I want to learn but I don't know where to start. There are so many AI tools and I can't tell which ones are actually worth my time.,Someone on my team helped me set up an AI tool and showed me a specific prompt. That one use case I can now do reliably.,A buddy system or mentorship program where a more experienced user walks me through setup and my first use cases.,"Tried a few, don't use regularly"
R015,Eager Adopter,High Motivation + Moderate Opportunity + High Capability,Integrated / Intrinsic,IC,Sales,3–5 years,1–2 years,3,3,3,4,1,5,4,4,4,3,5,5,4,5,4,5,4,5,4,4,4,3.6,4.0,4.6,4.2,Team alignment is harder than individual adoption. I use AI constantly but getting colleagues to see its value takes ongoing effort.,"I now use AI for every first draft: emails, proposals, code reviews. It's multiplied my output by at least 40%.",More advanced training on prompt engineering and tool-specific capabilities. Basic onboarding is not enough for experienced users.,Use occasionally
R093,Skeptical Observer,Low Motivation + Moderate Opportunity + Moderate Capability,External / Introjected Regulation,Manager,Finance,3–5 years,1–2 years,2,2,4,2,3,3,3,2,3,4,3,3,3,3,4,2,2,3,3,1,1,2.6,3.0,3.0,2.0,There's a lot of hype but I haven't seen compelling evidence that AI delivers real performance improvement for my specific role.,"In theory, AI could help us process our quarterly reporting data faster. But our data is too proprietary to put into an external tool.",Better integration with our existing systems so I don't have to interrupt my workflow to use AI tools.,Use occasionally
R103,Skeptical Observer,Low Motivation + Moderate Opportunity + Moderate Capability,External / Introjected Regulation,Director+,Marketing,3–5 years,1–2 years,3,2,2,2,5,1,4,3,4,3,3,3,3,2,3,3,3,1,2,2,2,2.0,3.4,2.8,2.0,There's a lot of hype but I haven't seen compelling evidence that AI delivers real performance improvement for my specific role.,I could see AI being helpful for summarizing long research reports — that's a low-risk use case where errors are easier to spot.,Better integration with our existing systems so I don't have to interrupt my workflow to use AI tools.,Regular part of daily workflow
